elkar;inkes;lurral;tfno;P0A;P0B;P01;P02;P03;P0401;P0402;P0403;P0404;P0405;P0406;P05;P0601;P0602;P0603;P0701;P0702;P0703;P08;P09;P10;P11;P1201;P1202;P1203;P1204;P1301;P1302;P1401;P1402;P1403;P1501;P1502;P16;P1701;P1702;P1703;P18;P19;P20;P21;P22;P2301;P2302;P2303;P2401;P2402;P2403;P2501;P2502;P2503;P2504;P2505;P2506;P26A01;P26A02;P26A03;P26A04;P26A05;P26A06;P26B01;P26B02;P26B03;P26B04;P26B05;P26B06;P27;P28;P29;P30;P31;P32;P33;P34;P35;wt;udatam
2567;509;3;2;3;902;1;73;5;10;7;7;7;5;5;5;1;7;2;2;99;99;2;1;3;1;5;5;0;0;9;5;10;8;8;1;3;3;3;3;4;1;1;13;5;4;7;3;5;4;10;10;5;5;1;0;0;0;2;2;2;2;2;1;5;5;1;0;0;12;5;5;1;1;3;2;3;3;4;,497062536812156;2
2568;6;3;1;3;69;1;70;5;8;8;7;6;7;6;5;1;11;1;11;99;99;1;1;1;1;7;5;0;0;7;6;9;9;9;1;3;2;1;1;1;1;1;1;2;1;7;6;10;2;10;10;10;9;8;8;0;0;2;2;2;1;1;1;8;7;7;12;12;12;3;5;3;3;5;2;1;3;4;,882552335420607;3
2569;44;3;2;1;73;2;44;1;6;11;4;11;3;11;6;6;1;99;16;6;99;2;2;4;4;11;11;11;11;8;8;7;6;8;3;3;3;2;2;2;1;2;2;2;2;7;6;10;1;10;10;6;6;4;4;4;2;2;1;1;1;1;1;6;12;12;12;12;12;3;3;1;1;1;3;3;3;4;,791113437142758;1
2570;712;3;1;3;67;2;65;5;8;8;8;8;7;7;3;1;8;99;8;1;99;2;2;2;1;7;7;0;0;10;10;9;9;9;1;1;2;2;1;1;1;1;2;2;1;7;6;10;5;4;10;5;8;6;5;0;0;2;2;2;1;1;1;7;8;6;12;12;12;0;9;2;1;3;3;3;3;4;,533299704597875;2
2571;723;3;2;3;30;1;85;5;0;6;5;11;5;11;3;20;13;1;1;10;17;2;3;1;2;8;5;0;0;10;11;6;3;0;2;3;1;1;1;3;1;3;14;5;3;7;6;10;4;3;10;4;4;5;4;0;0;1;1;2;1;2;1;12;12;0;12;11;12;4;5;3;3;3;2;3;5;4;,485962183323026;2
2572;336;3;2;3;45;1;65;5;9;9;6;6;5;5;4;5;7;7;4;99;99;3;2;2;2;5;6;0;0;10;10;10;10;10;2;2;3;3;3;2;2;4;14;5;9;7;4;2;3;10;10;4;3;5;5;0;0;2;2;2;2;1;1;7;3;5;1;12;12;0;2;3;3;4;2;2;3;4;2,629652670665;2
2573;606;3;2;3;73;1;51;1;8;11;7;6;7;6;6;1;7;13;13;7;1;2;2;2;2;6;5;5;4;7;7;8;7;6;2;2;3;3;3;2;2;4;14;5;3;7;10;10;3;1;4;6;6;7;6;5;2;2;1;2;1;1;1;6;12;7;12;12;12;4;4;3;3;2;2;2;3;4;,606156696670425;1
2574;717;3;2;3;69;1;70;5;8;10;5;5;2;0;2;7;5;1;7;1;99;4;3;3;1;5;0;0;0;8;8;10;8;8;3;4;2;3;4;4;3;4;14;5;9;7;2;3;8;8;8;2;5;2;1;0;0;2;2;2;2;1;2;2;2;2;2;12;2;2;8;1;3;3;4;1;3;4;1,58901963790318;3
2575;434;3;2;3;69;1;21;4;10;10;0;0;0;0;6;1;8;5;5;99;99;3;4;4;4;0;8;0;6;2;8;10;10;10;4;4;1;1;1;1;1;1;8;2;8;8;8;8;8;8;8;0;0;0;0;0;0;2;1;2;1;1;1;0;12;0;12;12;12;11;0;3;3;2;2;1;3;4;,387200959007396;3
2576;147;3;2;3;19;2;48;3;7;7;7;7;6;6;5;8;13;4;6;31;13;2;2;3;1;0;0;0;0;10;10;10;10;10;3;3;3;1;1;1;1;1;13;5;15;10;10;10;10;10;10;11;11;11;11;11;11;2;1;2;2;2;2;11;12;11;11;11;11;11;11;6;4;1;3;4;3;4;,791113437142758;2
2577;716;3;2;3;30;2;75;5;8;11;6;6;5;5;5;2;18;99;2;99;99;2;2;3;1;4;0;0;0;7;11;7;11;6;2;4;3;2;3;3;1;1;3;1;3;2;7;10;1;5;10;4;3;9;6;6;0;2;1;2;1;1;1;6;12;8;12;12;12;4;0;5;3;4;2;2;5;4;,804213945967264;2
2578;713;3;1;3;64;2;58;1;6;5;5;4;5;3;6;6;1;15;99;99;99;2;3;3;1;3;7;0;4;7;6;10;10;10;4;4;2;2;2;3;2;6;12;5;14;7;6;1;4;2;10;0;6;0;4;0;0;2;2;2;2;1;2;2;5;2;0;12;4;0;7;1;1;3;4;3;4;4;,497062536812156;2
2579;470;3;2;3;45;1;55;2;7;7;6;6;5;5;6;1;2;31;2;31;99;2;2;2;1;5;5;0;4;7;8;7;7;7;3;3;2;2;2;2;1;1;2;2;2;7;6;10;4;5;3;5;8;6;5;2;0;2;2;1;2;1;1;6;6;12;5;12;12;4;6;2;2;3;4;3;3;4;,634243942666708;2
2580;349;3;2;3;69;2;46;2;8;10;5;5;4;4;1;7;2;10;2;7;1;2;2;2;2;8;2;4;4;8;5;9;9;6;3;3;3;1;1;3;2;1;1;2;9;5;2;10;6;10;10;6;0;2;0;5;3;1;1;1;1;1;1;12;12;12;12;12;12;5;0;4;3;3;4;2;3;4;1,58901963790318;3
2581;501;3;2;3;45;1;51;1;5;5;6;6;6;0;5;8;2;7;8;6;31;2;2;3;1;4;5;2;4;7;5;10;6;6;1;2;2;3;3;3;3;3;14;5;9;7;6;10;4;10;10;5;6;5;5;0;0;2;2;2;2;2;2;5;5;5;0;5;0;2;8;2;2;3;4;3;3;4;1,58901963790318;2
2582;525;3;2;3;69;1;63;1;4;4;7;6;5;5;7;1;4;2;2;99;99;1;1;2;2;7;6;2;4;6;6;9;8;9;1;2;2;2;2;1;1;1;1;1;1;7;2;6;5;10;10;9;6;6;6;2;0;2;2;2;2;1;1;8;6;6;3;12;12;5;7;2;2;1;5;2;3;4;,665202351886471;3
2583;604;3;2;3;999;1;42;1;7;8;5;5;2;2;7;1;8;13;6;16;1;1;2;1;1;7;5;2;1;10;10;10;10;10;2;3;4;1;1;2;1;1;2;1;2;6;7;5;4;10;10;5;10;5;0;0;0;2;2;2;1;1;1;7;6;5;12;12;12;1;9;3;1;3;2;2;3;4;,634243942666708;1
2584;715;3;2;1;77;2;33;1;7;8;4;4;0;0;3;16;17;11;23;2;99;1;3;1;1;5;0;0;0;9;9;10;10;10;3;3;2;1;1;1;1;1;2;1;2;7;6;1;4;5;10;0;10;0;0;0;0;2;2;1;1;1;1;0;0;12;12;12;12;1;8;1;1;1;2;3;3;4;,791113437142758;1
2585;445;3;2;1;18;2;41;1;9;10;7;6;6;6;4;99;99;99;33;99;99;1;2;1;2;11;11;11;11;0;0;8;9;9;2;2;4;4;4;4;2;3;14;5;2;6;10;10;2;10;10;0;1;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;1;5;1;2;1;5;2;3;4;,791113437142758;2
2586;686;3;2;1;45;2;29;4;7;8;6;7;6;6;7;1;2;6;19;99;99;2;2;2;2;6;3;1;2;7;4;8;7;6;2;2;1;2;2;2;1;1;2;2;2;7;6;10;4;5;10;3;8;4;5;0;0;1;1;1;1;1;1;12;12;12;12;12;12;2;7;2;2;1;4;3;3;4;,791113437142758;2
2587;701;3;2;3;71;1;67;5;7;7;7;7;7;7;6;99;99;99;99;99;99;2;2;2;2;7;5;5;5;5;11;10;7;7;2;2;2;2;2;2;1;1;12;5;3;4;2;5;3;1;10;5;0;5;0;2;0;2;2;2;2;1;1;5;0;3;2;12;12;5;3;3;3;5;5;1;3;4;,804213945967264;2
2588;712;3;2;3;30;1;52;1;5;4;6;5;5;4;5;1;8;5;2;28;99;2;2;3;2;7;5;5;5;5;5;10;10;10;2;3;4;3;3;2;1;1;1;2;1;6;7;4;3;5;10;8;5;6;5;2;2;2;1;2;2;1;1;8;12;4;2;12;12;3;7;2;2;3;5;3;3;4;,533299704597875;2
2589;875;3;2;2;69;2;70;5;8;8;6;5;5;4;8;13;98;1;99;99;99;2;1;1;1;5;5;1;3;10;10;9;8;8;2;3;1;2;2;2;1;1;4;2;4;7;6;10;5;2;1;6;6;5;6;0;0;2;2;2;2;1;1;6;11;4;3;12;12;3;10;1;2;1;4;2;3;4;,620002534543724;3
2590;944;3;2;3;45;2;69;3;8;7;10;9;8;8;8;99;99;99;99;99;99;1;2;2;2;10;5;0;2;8;9;8;8;9;1;5;2;1;2;2;1;1;13;5;1;6;7;10;1;10;10;9;5;10;6;0;0;2;2;2;2;2;2;10;8;8;8;8;8;4;2;3;1;4;2;2;5;4;,882552335420607;2
2591;147;3;2;3;45;2;50;1;8;8;6;8;5;7;5;8;2;1;1;99;99;2;3;4;4;6;5;5;1;5;3;10;6;8;5;5;4;4;4;4;1;1;6;3;6;2;10;10;1;10;10;7;0;5;11;9;6;1;1;1;1;1;1;12;12;12;12;12;12;11;0;3;3;2;5;3;3;4;1,92204142964567;2
2592;7542;3;1;3;74;2;57;1;6;6;6;6;5;4;6;1;2;8;8;99;99;2;5;3;1;6;5;3;2;8;7;9;7;5;5;3;3;2;4;5;2;2;10;5;9;7;6;4;8;8;8;5;5;3;5;2;0;2;1;1;1;1;1;11;12;12;12;12;12;3;3;3;3;1;2;2;3;4;1,98203672571694;2
2593;470;3;2;2;999;1;34;1;8;7;6;6;4;3;1;1;2;16;2;23;23;1;2;2;1;7;8;3;3;10;10;10;10;10;3;4;3;3;3;3;2;3;14;5;2;7;6;10;2;4;1;5;8;5;7;0;0;2;1;1;1;2;1;4;12;12;12;3;12;2;10;1;2;1;4;2;3;4;,791113437142758;1
2594;574;3;2;3;80;2;56;1;8;8;7;7;6;6;6;2;1;8;8;9;99;1;3;2;2;8;1;0;0;9;10;8;7;8;2;2;1;1;1;1;1;1;3;1;3;6;7;2;8;8;8;1;0;10;2;0;0;2;2;2;2;2;1;4;2;9;2;2;12;6;5;3;2;2;5;2;3;4;,606156696670425;1
2595;725;3;2;3;80;2;52;1;5;4;5;4;4;2;6;1;2;8;2;10;99;1;2;3;1;5;0;0;0;9;10;10;10;9;2;2;2;2;2;2;1;1;13;5;5;7;6;1;5;3;10;2;4;5;6;0;0;2;1;2;2;1;1;2;12;2;3;12;12;4;0;6;2;3;4;3;5;4;,493702817856664;1
2596;445;3;2;3;79;1;69;5;9;9;8;9;3;3;9;1;98;6;6;18;98;1;1;1;1;9;5;0;0;10;8;9;8;5;1;4;2;1;1;1;1;1;3;2;1;7;4;10;1;10;10;8;1;8;4;3;0;2;2;2;2;2;1;7;7;7;3;4;12;5;3;3;2;3;4;1;3;4;,533299704597875;2
2597;722;3;2;3;67;2;62;1;6;8;5;4;5;4;6;1;6;8;8;99;99;3;3;1;1;5;4;0;0;10;10;10;10;10;2;2;2;1;1;1;1;1;1;2;1;6;7;10;5;3;2;9;8;7;8;0;0;2;2;2;1;1;2;8;7;7;12;12;7;3;6;2;2;3;3;2;5;4;,533299704597875;2
2598;434;3;2;1;45;1;22;4;8;8;6;6;5;5;4;1;13;8;2;1;99;2;2;2;1;8;6;5;4;8;8;10;8;7;2;2;3;3;2;2;1;1;12;5;14;7;6;10;2;1;10;6;8;5;2;0;0;2;2;2;1;1;1;8;6;6;12;12;12;0;10;1;1;1;5;2;3;4;,791113437142758;2
2599;875;3;2;2;59;1;69;5;8;8;6;6;11;11;7;2;1;11;6;99;99;1;2;2;1;5;8;0;7;9;9;8;8;9;2;2;1;1;1;2;1;1;2;1;2;7;6;10;8;8;8;4;10;4;4;0;0;2;2;2;2;2;2;5;9;3;0;4;0;1;10;1;1;1;4;1;3;4;,791113437142758;2
2600;881;3;2;2;999;2;44;1;10;10;6;10;0;10;0;1;2;99;23;98;99;1;1;3;1;5;0;0;0;10;10;10;10;11;2;2;2;1;1;1;1;1;12;5;2;7;6;10;4;5;3;7;10;6;6;0;0;2;2;1;2;1;1;8;10;12;0;12;12;1;10;1;1;1;3;1;2;4;,791113437142758;1
2601;686;3;2;3;63;2;57;1;7;9;6;7;4;6;7;1;8;10;1;99;99;1;2;2;2;9;6;1;5;8;6;7;7;8;2;3;2;1;2;2;1;1;2;1;2;7;6;1;3;10;10;0;10;9;4;0;0;1;1;1;1;1;1;12;12;12;12;12;12;4;5;3;1;3;2;3;3;4;,634243942666708;2
2602;701;3;2;3;69;2;58;1;6;4;6;5;4;3;5;2;7;8;2;7;1;2;3;1;1;7;5;0;0;10;10;10;8;8;2;3;2;1;2;2;1;1;12;5;1;7;4;10;9;9;9;6;5;5;2;0;0;2;2;2;2;1;1;8;6;6;6;12;12;5;5;3;2;4;3;3;3;4;,882552335420607;3
2603;525;3;1;3;45;2;52;1;7;5;5;5;4;4;0;2;7;8;7;99;99;3;2;1;1;5;0;0;0;5;5;10;10;6;2;4;3;2;3;3;1;2;11;5;1;7;10;10;8;8;8;5;0;5;0;0;0;2;1;1;1;1;1;7;12;12;12;12;12;5;5;3;2;3;4;3;3;4;,533299704597875;2
2604;147;3;2;3;79;1;64;5;9;9;8;8;7;7;6;1;8;13;8;1;99;1;2;2;1;8;6;3;5;9;11;8;7;7;2;5;1;2;2;1;1;1;12;5;3;7;6;10;1;5;10;7;9;9;5;0;0;2;2;2;2;2;2;6;8;7;0;5;0;1;7;2;2;4;5;2;5;4;,804213945967264;2
2605;723;3;2;3;69;2;29;1;6;5;4;3;2;1;5;5;1;1;6;7;99;2;2;1;2;6;6;6;6;10;10;10;10;10;2;2;3;2;1;1;2;1;12;5;3;4;10;10;7;10;10;5;4;4;0;2;7;2;1;1;1;1;1;5;12;12;12;12;12;5;8;2;3;2;2;3;3;4;,606156696670425;3
2606;727;3;2;1;30;1;49;1;8;9;6;7;6;7;7;2;1;2;6;23;8;2;2;3;1;8;6;1;4;10;9;10;10;8;2;2;2;1;2;2;1;1;2;1;2;6;7;10;4;5;10;4;8;4;5;0;0;2;2;2;2;2;1;6;6;4;1;4;12;3;9;1;1;1;5;2;3;4;,791113437142758;2
2607;689;3;2;3;902;2;22;4;8;9;7;7;5;4;3;5;99;99;99;99;99;2;2;2;2;8;8;7;4;9;9;10;9;7;3;3;2;2;2;1;1;1;7;2;7;2;4;3;1;6;5;5;0;0;0;4;7;1;1;1;1;1;1;12;12;12;12;12;12;8;1;4;3;1;3;2;3;4;,780681022109212;2
2608;604;3;2;3;69;1;55;1;8;6;7;7;4;4;3;1;2;17;23;1;6;2;2;1;1;5;5;0;0;10;10;8;8;10;1;4;1;1;2;3;1;1;1;2;3;2;7;6;3;10;10;7;0;7;5;0;0;2;1;1;1;1;1;5;12;12;12;12;12;0;4;3;3;5;2;2;3;4;,804213945967264;3
2609;944;3;2;3;77;2;58;1;8;7;6;6;6;6;6;5;7;1;7;1;11;2;2;4;1;6;5;6;5;7;7;7;7;6;2;2;3;2;2;2;1;2;1;2;1;7;6;4;10;10;10;8;6;5;5;3;0;2;1;1;1;1;1;9;12;12;12;12;12;6;8;2;3;1;4;1;3;4;,665202351886471;1
2610;6;3;1;3;69;1;64;1;5;11;7;11;7;11;0;2;1;7;2;1;7;3;2;1;1;9;2;0;0;10;10;10;10;10;2;2;1;2;2;2;1;1;12;5;1;7;6;5;1;10;10;8;0;6;0;0;0;2;2;2;2;1;1;8;6;6;0;12;12;6;9;3;2;3;3;3;3;4;,533299704597875;3
2611;716;3;1;3;63;2;80;5;8;8;7;5;5;3;5;8;99;99;99;99;99;2;2;1;2;3;3;0;0;10;10;10;10;10;3;4;2;4;4;2;2;3;14;5;1;7;6;10;2;1;10;5;5;5;0;0;0;2;2;2;1;1;1;6;6;3;12;12;12;5;0;3;1;2;2;2;3;4;,665202351886471;2
2612;728;3;2;3;45;1;27;4;7;9;8;8;6;6;7;1;99;99;6;9;99;3;2;2;2;8;6;5;2;9;7;10;10;10;2;3;3;3;2;2;1;1;1;2;1;7;6;10;4;3;10;8;6;7;5;2;1;1;1;1;1;1;1;12;12;12;12;12;12;2;5;3;2;3;4;2;3;4;,533299704597875;2
2613;718;3;1;2;69;2;70;5;8;8;6;11;5;11;7;1;99;99;99;99;99;2;2;1;1;7;3;0;0;8;11;7;7;8;2;3;2;2;2;2;2;6;12;5;9;7;6;10;1;10;10;5;6;5;1;0;0;2;2;2;2;1;1;6;4;4;0;12;12;5;7;1;2;1;4;2;3;4;1,98203672571694;3
2614;717;3;2;3;56;1;70;5;5;5;8;8;0;0;0;10;1;99;31;99;99;1;1;1;1;10;5;0;0;10;10;10;10;10;1;4;4;1;1;4;1;1;1;1;1;7;6;10;2;3;10;10;10;10;5;0;0;2;2;2;2;2;2;10;5;10;0;0;0;5;10;1;1;1;2;1;3;4;,665202351886471;1
2615;501;3;2;3;67;1;42;1;5;3;6;4;6;6;4;1;6;2;1;6;6;1;2;1;1;4;6;0;6;10;10;10;10;10;1;3;1;2;2;2;1;1;2;1;2;7;6;4;1;5;10;5;8;5;5;0;0;2;1;1;1;1;1;7;12;12;12;12;12;5;6;3;3;4;3;3;7;1;1,04960394315041;2
2616;714;3;1;3;45;1;60;1;8;8;8;8;8;6;0;1;6;8;1;19;8;2;2;3;2;7;6;7;4;5;5;2;2;2;1;1;1;1;1;1;1;1;3;1;3;7;6;10;5;4;10;7;4;9;8;1;0;2;2;2;2;2;2;6;4;8;2;5;6;2;0;4;3;2;5;2;3;4;,606156696670425;2
2617;721;3;1;3;999;1;73;5;9;9;6;6;5;5;5;1;7;9;7;10;99;2;2;1;2;9;2;2;2;9;6;8;8;5;2;2;2;2;2;2;1;1;8;1;8;2;10;10;10;10;10;6;0;9;7;2;0;2;2;2;2;1;1;8;2;9;3;12;12;4;2;3;3;4;5;1;3;4;,513716028934602;1
2618;7542;3;2;3;999;1;76;5;6;5;4;11;5;3;6;1;2;99;8;99;99;1;1;2;2;6;6;0;3;10;10;8;10;6;1;3;3;1;1;1;1;1;3;1;3;7;6;5;2;10;10;4;5;5;1;1;1;2;1;2;2;1;2;7;12;5;5;12;5;5;6;1;3;1;2;3;3;4;,606156696670425;1
2619;147;3;2;3;81;1;78;5;7;7;8;8;7;7;6;1;2;8;31;99;99;1;2;2;1;10;6;0;2;5;7;8;7;7;1;3;2;2;1;1;1;1;1;1;1;7;6;2;4;10;10;10;4;5;6;1;0;2;2;2;2;1;1;8;4;3;0;12;12;4;10;2;2;2;4;2;3;4;,665202351886471;2
2620;722;3;1;3;69;1;63;5;7;7;7;8;3;5;5;2;1;2;99;99;99;2;2;3;1;7;8;0;6;7;9;9;8;5;2;3;3;3;3;1;1;1;2;1;2;6;7;10;1;3;10;7;8;7;0;0;0;2;1;1;1;1;1;6;12;12;12;12;12;7;7;2;2;5;2;2;3;4;1,04960394315041;3
2621;612;3;2;3;69;1;67;1;8;8;6;6;5;5;6;1;2;99;31;22;99;1;2;1;2;4;3;0;0;8;8;9;9;8;2;2;2;1;2;2;1;1;3;1;3;7;2;10;5;1;10;5;0;8;7;2;0;2;2;1;1;1;1;5;11;12;12;12;12;4;0;3;3;4;5;1;5;4;,804213945967264;3
2622;525;3;1;3;32;1;76;5;10;10;4;2;4;2;0;4;4;4;98;31;22;1;5;1;3;8;0;8;8;0;0;10;10;0;5;5;4;4;4;4;3;4;14;5;9;8;8;8;8;8;8;0;0;0;0;0;0;2;2;2;2;1;1;11;0;0;0;12;12;11;0;2;3;1;5;1;3;4;1,98203672571694;2
2623;574;3;2;3;45;2;21;1;8;8;6;5;6;6;5;8;16;7;7;8;9;3;2;1;2;7;7;6;5;6;7;10;6;6;3;3;3;3;2;2;1;6;12;5;1;2;5;4;6;3;10;6;0;8;0;5;4;2;2;2;1;1;1;7;3;6;12;12;12;5;0;3;3;2;3;3;3;4;,665202351886471;2
2624;727;3;1;3;30;1;57;6;7;7;5;5;5;5;6;1;2;7;7;2;2;2;1;1;1;6;5;0;0;10;0;9;3;0;2;2;3;1;1;1;3;2;12;5;10;8;8;8;8;8;8;0;0;0;0;0;0;2;2;1;2;1;1;5;11;12;11;12;12;5;4;6;4;4;3;3;3;4;,513716028934602;2
2625;686;3;2;3;69;2;71;5;4;4;11;11;11;11;11;1;99;99;1;99;99;1;2;4;4;5;5;0;0;10;10;10;11;11;2;3;3;5;5;5;1;1;13;5;14;7;6;2;5;3;4;4;2;5;5;0;0;2;1;1;1;1;1;5;12;12;12;12;12;5;5;3;3;4;2;3;2;4;,804213945967264;3
2626;944;3;1;3;71;1;91;5;7;6;6;7;6;7;5;4;99;99;6;31;99;1;1;4;1;10;4;0;2;10;9;8;8;5;2;4;1;2;2;2;1;1;2;1;2;8;8;8;8;8;8;4;8;4;4;0;0;2;2;2;2;2;1;5;8;4;3;5;12;2;8;2;1;2;4;3;3;4;,791113437142758;2
2627;689;3;2;1;13;1;54;1;9;9;6;5;5;4;3;1;11;99;98;6;6;1;2;3;1;6;5;2;4;7;7;7;7;3;2;2;2;2;2;2;1;1;12;5;14;7;6;3;9;9;9;4;6;4;6;0;0;2;2;2;2;1;1;4;11;3;2;12;12;2;8;1;2;1;5;2;3;4;,791113437142758;1
2628;336;3;1;3;67;1;64;5;6;6;7;6;5;6;4;1;2;99;1;99;99;1;2;2;1;5;7;0;4;10;5;8;6;6;2;4;2;2;2;1;1;1;2;1;2;7;6;3;4;10;10;5;8;5;4;0;0;2;2;2;1;1;1;6;6;7;12;12;12;7;8;2;2;3;2;3;3;4;,634243942666708;2
2629;725;3;1;3;69;2;45;1;6;7;5;5;5;6;7;5;98;9;9;98;2;3;2;2;1;8;6;0;0;10;10;10;8;10;1;1;3;2;3;3;1;2;12;5;8;7;6;10;2;10;10;0;7;6;4;0;0;1;1;1;1;1;1;12;12;12;12;12;12;5;5;4;2;3;3;1;5;4;,31042307122495;3
2630;147;3;1;3;69;1;85;5;10;11;6;5;5;6;7;18;7;5;31;99;99;3;3;1;1;4;7;0;0;0;7;7;4;0;2;4;4;3;4;4;1;1;2;1;1;7;10;10;3;10;10;4;10;7;0;0;0;2;2;2;2;2;1;11;4;0;8;11;12;5;0;5;1;3;1;2;3;4;,533299704597875;3
2631;44;3;2;3;67;1;39;1;8;9;7;7;5;5;3;2;1;7;6;2;7;2;2;2;4;5;5;2;3;10;10;10;10;10;2;3;3;3;3;3;1;1;1;1;1;7;6;10;3;10;10;7;5;6;6;2;0;2;2;2;2;2;1;7;5;6;2;5;12;5;7;3;2;1;3;2;3;4;,665202351886471;2
2632;725;3;2;3;45;2;65;3;7;7;6;3;6;6;0;7;1;8;9;8;99;4;2;2;1;3;2;0;0;9;5;10;9;8;2;4;4;3;2;2;2;4;14;5;14;7;6;4;1;3;10;10;9;7;5;0;0;2;2;2;2;1;2;6;4;3;2;12;0;5;8;1;3;1;2;2;3;4;1,98203672571694;2
2633;349;3;1;3;69;1;66;5;8;8;7;7;7;7;6;8;25;15;6;8;99;1;2;3;4;4;4;0;0;10;10;10;10;10;3;3;1;1;2;1;1;1;2;2;2;6;7;10;3;10;10;5;7;5;4;0;0;2;2;2;2;1;1;4;5;3;2;12;12;1;5;6;2;3;4;2;3;4;,634243942666708;3
2634;712;3;2;3;69;2;63;1;7;8;6;6;5;5;3;16;1;6;99;99;99;2;2;4;1;8;5;3;5;5;8;8;8;9;3;4;3;2;2;3;1;1;2;1;2;7;6;3;4;5;10;5;9;5;7;0;0;2;2;2;1;1;1;6;8;6;12;12;12;0;9;1;1;1;2;2;3;4;,791113437142758;3
2635;574;3;2;3;69;2;56;1;9;9;8;7;8;7;8;2;8;99;13;98;98;1;2;1;2;9;6;4;1;10;8;8;8;7;2;2;3;1;1;2;1;1;12;5;14;5;4;7;1;3;10;5;0;5;0;1;0;2;1;2;1;1;1;6;12;11;12;12;12;5;6;3;3;3;5;1;3;4;,533299704597875;3
2636;470;3;2;1;80;2;72;3;7;8;6;4;5;7;5;1;98;99;31;99;99;2;2;1;2;6;11;3;3;8;5;7;8;7;2;2;3;2;2;2;1;1;13;5;15;7;6;10;1;3;10;8;5;7;2;2;0;2;1;1;1;1;1;7;12;12;12;12;12;5;5;3;4;1;2;2;3;4;,665202351886471;1
2637;7542;3;1;3;69;1;77;5;9;8;9;9;6;6;7;1;7;99;6;9;7;2;2;4;1;5;4;2;2;9;9;9;9;9;2;3;2;2;2;2;1;1;2;3;2;7;6;3;1;10;10;8;9;5;4;4;0;2;2;2;2;1;2;8;9;4;4;12;4;4;7;3;3;1;5;2;3;4;,791113437142758;3
2638;984;3;1;3;999;2;78;3;7;3;3;1;4;2;3;5;99;99;99;99;99;1;3;3;3;2;0;0;0;8;8;10;8;10;3;4;1;4;2;5;1;4;14;5;14;3;10;10;8;8;8;0;0;0;0;0;0;1;1;1;1;1;1;12;12;12;12;12;12;11;11;6;3;2;2;3;3;4;,615811846021675;1
2639;106;3;1;1;79;1;48;1;8;10;7;8;6;6;6;1;98;6;31;6;1;1;2;1;1;7;7;1;6;9;9;8;8;8;2;4;2;2;2;2;1;1;12;5;2;7;6;3;2;1;4;5;7;1;4;0;0;2;2;2;2;2;1;4;5;4;2;3;12;2;9;1;1;1;4;2;3;4;,791113437142758;2
2640;723;3;1;1;67;2;48;1;8;8;7;7;5;7;5;1;2;2;23;9;9;1;3;3;2;5;8;0;0;7;8;9;9;7;4;4;2;3;2;2;1;1;12;5;1;7;4;5;6;1;10;6;0;1;0;6;0;2;2;2;1;1;1;3;0;11;12;12;12;5;3;3;3;1;5;1;3;4;,665202351886471;2
2641;44;3;1;3;69;2;94;5;7;7;6;10;6;8;7;2;1;2;31;99;99;1;1;4;1;10;11;0;5;10;11;10;10;11;2;2;3;3;2;2;1;1;3;1;3;7;2;10;5;1;10;8;5;10;5;0;0;2;2;2;1;1;1;6;6;8;12;12;12;5;3;2;1;5;2;3;3;4;,804213945967264;3
2642;6;3;2;3;903;2;55;1;4;4;5;5;3;3;3;18;18;18;18;18;18;2;3;3;3;7;7;2;2;10;10;10;10;10;2;2;4;3;3;3;3;3;14;5;3;2;6;7;8;8;8;1;0;6;0;0;0;1;1;2;1;1;2;12;12;2;12;12;0;5;0;3;3;3;4;3;3;4;,485962183323026;1
2643;881;3;2;1;69;2;26;1;7;8;5;4;4;3;10;1;30;2;98;6;1;2;3;1;1;7;6;0;0;10;10;10;10;10;3;4;2;2;1;3;1;1;2;1;2;7;6;10;4;10;10;6;10;6;6;1;0;2;2;1;2;1;1;5;11;12;3;12;12;2;9;1;2;1;3;2;3;4;,791113437142758;3
2644;716;3;2;1;69;2;33;1;7;7;5;4;4;3;4;1;8;6;1;8;6;2;2;3;1;4;2;2;2;8;7;10;10;8;2;2;1;1;1;1;1;1;13;5;15;7;6;10;2;5;1;3;9;4;5;0;0;2;2;2;2;2;2;4;8;3;0;4;0;1;10;1;1;1;5;2;3;4;,791113437142758;3
2645;689;3;2;3;69;1;74;5;10;10;9;9;7;7;6;1;2;99;99;99;99;2;1;1;2;10;8;2;1;9;9;8;8;7;1;1;1;2;2;2;2;1;12;5;14;7;6;10;5;4;3;7;5;5;8;0;0;2;1;1;1;1;1;7;12;12;12;12;12;4;5;3;3;5;4;1;5;4;,804213945967264;3
2646;717;3;2;3;30;1;29;1;7;8;7;8;5;6;7;1;2;14;6;99;99;2;3;3;1;5;3;5;3;2;6;10;2;2;1;3;3;3;2;3;1;1;1;3;3;6;7;10;2;3;4;8;8;7;4;0;0;2;2;1;1;1;1;6;11;12;12;12;12;3;6;3;2;4;5;2;3;4;,804213945967264;2
2647;574;3;2;1;999;2;40;1;7;7;6;6;5;4;5;1;2;8;2;13;31;2;2;1;1;6;7;5;5;7;8;8;10;9;2;3;1;1;1;1;1;1;2;1;2;7;6;1;4;10;10;4;9;4;5;0;0;2;2;2;2;2;2;6;7;3;0;3;0;2;7;1;1;1;5;2;3;4;,791113437142758;1
